data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7740908,104,MMR13035,13035,1-Mar-21,2021,1,Riots,Violent demonstration,Rioters (Myanmar),,5,Military Forces of Myanmar (2021-),Police Forces of Myanmar (2021-),1,15,Southeast Asia,Myanmar,Tanintharyi,Myeik,Myeik,Myeik,12.4395,98.6003,1,Irrawaddy,National,"On 1 March 2021, in Myeik town, Myeik township (Myeik District, Tanintharyi Region), locals demonstrated against the Myanmar military coup and in support of the civil disobedience movement. They set up barricades using wooden pellets and bamboo poles against the police and soldiers. Police and soldiers later bulldozed the barricades. [size=no report]",0,1615331305,MMR
7740914,104,MMR12828,12828,1-Mar-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Kachin,Myitkyina,Waingmaw,Waingmaw,25.3502,97.4384,1,Kachin News Group,Subnational,"On 1 March 2021, in Waingmaw town, Waingmaw township (Myitkyina District, Kachin State), locals protested against Myanmar military coup and in support of the civil disobedience movement. [size=no report]",0,1615331305,MMR
7740918,104,MMR12820,12820,1-Mar-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Kayin,Kawkareik,Kawkareik,Kawkareik,16.5555,98.24,1,Karen Information Center News,Subnational,"On 1 March 2021, in Kawkareik town, Kawkareik Township (Kawkareik District, Kayin State), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. [size=no report]",0,1615331305,MMR
7740919,104,MMR12877,12877,1-Mar-21,2021,1,Protests,Protest with intervention,Protesters (Myanmar),,6,Police Forces of Myanmar (2021-),,1,16,Southeast Asia,Myanmar,Chin,Hakha,Hakha,Hakha,22.65,93.6167,1,Khonumthung News,Subnational,"On 1 March 2021, in Hakha town (Hakha Township, Hakha District, Chin State), locals held a protest against Myanmar military coup and in support of the civil disobedience movement. Myanmar police intervened and dispersed protesters using tear gas. 23 protesters were arrested - 19 of them were released the next day. [size=no report]",0,1615331305,MMR
7740672,104,MMR12956,12956,28-Feb-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Bago-East,Taungoo,Phyu,Phyu,18.4843,96.4357,1,Democratic Voice of Burma,National,"On 28 February 2021, in Phyu town (Phyu Township, Taungoo District, Bago Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. [size=no report]",0,1618489268,MMR
7740929,104,MMR12809,12809,28-Feb-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Yangon,Yangon-West,Kyauktada,Kyauktada,16.7743,96.1616,2,Myanmar Labour News,National,"On 28 February 2021, in Kyauktada Township (Yangon (West) District, Yangon Region), Urban Poor (Poor People) Network (UNP)-led protest columns marched from Thakin Mya Park towards Sule to oppose the Myanmar military coup and in support of the civil disobedience movement. [size=no report]",0,1618489268,MMR
7740931,104,MMR12692,12692,28-Feb-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),Labour Group (Myanmar),6,,,0,60,Southeast Asia,Myanmar,Yangon,Yangon-North,Hlaingtharya-East,Hlaingthayar,16.854,96.0689,2,Myanmar Labour News,National,"On 28 February 2021, Hlaingthayar township (Yangon-north District, Yangon Region), members of the Federation of Garment Workers Myanmar (FGWM) held a protest march against the military coup and in support of the civil disobedience movement. [size=no report]",0,1618489269,MMR
7753731,104,MMR12567,12567,28-Feb-21,2021,1,Protests,Excessive force against protesters,Protesters (Myanmar),,6,Unidentified Armed Group (Myanmar),Police Forces of Myanmar (2021-),3,36,Southeast Asia,Myanmar,Shan-North,Muse,Muse,Muse,23.9933,97.9103,1,Eleven Media Group; Radio Free Asia; Shan Herald Agency for News,Subnational-National,"On 28 February 2021, in Muse town (Muse Township, Muse District, Shan State), nearly 100,000 locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Four unknown gunmen with pistols hit protesters with a car. Some protesters were injured. Protesters apprehended the four men and handed them over to the Myanmar police. Police also arrested three protesters, accusing them of being armed. [size=nearly 100,000]",0,1618489269,MMR
7740933,104,MMR12686,12686,28-Feb-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),Government of Myanmar (2016-),6,,,0,60,Southeast Asia,Myanmar,Mandalay,Myingyan,Natogyi,Natogyi,21.4249,95.6596,1,Myanmar Labour News,National,"On 28 February 2021, in Natogyi town (Natogyi Township, Myingyan District, Mandalay Region), locals including civil servants held a protest against the military coup and in support of the civil disobedience movement. [size=no report]",0,1615331305,MMR
7744006,104,MMR12553,12553,28-Feb-21,2021,1,Protests,Protest with intervention,Protesters (Myanmar),,6,Military Forces of Myanmar (2021-),Police Forces of Myanmar (2021-),1,16,Southeast Asia,Myanmar,Yangon,Yangon-West,Sanchaung,Sanchaung,16.8038,96.1373,2,Frontier Myanmar; VOA,National-International,"On 28 February 2021, in Sanchaung Township (Yangon (West) District, Yangon Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police intervened and fired tear gas to disperse the crowd. [size=no report]",0,1618489270,MMR
7744007,104,MMR12618,12618,28-Feb-21,2021,1,Protests,Excessive force against protesters,Protesters (Myanmar),Civilians (Myanmar); Journalists (Myanmar),6,Police Forces of Myanmar (2021-),,1,16,Southeast Asia,Myanmar,Bago-West,Pyay,Pyay,Pyay,18.8246,95.2222,1,AFP; Democratic Voice of Burma,National-International,"On 28 February 2021, in Pyay town (Pyi Township, Pyay District, Bago Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police dispersed protesters with rubber bullets. At least 2 protesters were injured. A reporter was reportedly shot by rubber bullets while covering the protest. [size=no report]",0,1618489270,MMR
7744009,104,MMR12670,12670,28-Feb-21,2021,1,Protests,Excessive force against protesters,Protesters (Myanmar),Government of Myanmar (2016-),6,Military Forces of Myanmar (2021-),Police Forces of Myanmar (2021-),1,16,Southeast Asia,Myanmar,Tanintharyi,Dawei,Dawei,Dawei,14.0828,98.1915,1,AFP; Democratic Voice of Burma,National-International,"On 28 February 2021, in Dawei town (Dawei Township, Dawei District, Tanintharyi Region), about 400,000 locals including civil servants held a protest march against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police shot protesters rubber bullets and tear gas, reportedly also with a live bullet. About 67 protesters were injured and bout 20 were also arrested. At least 4 protesters died, while local media DVB reported 5 fatalities. [size=about 400,000]",4,1615438530,MMR
7744012,104,MMR12875,12875,28-Feb-21,2021,1,Protests,Excessive force against protesters,Protesters (Myanmar),Teachers (Myanmar); Government of Myanmar (2016-),6,Police Forces of Myanmar (2021-),,1,16,Southeast Asia,Myanmar,Yangon,Yangon-West,Kyeemyindaing,Kyeemyindaing,16.8146,96.1219,2,Myanmar Labour News; Irrawaddy,National,"On 28 February 2021, in Kyeemyindaing township (Yangon (West) District, Yangon Region), locals including teachers held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police intervened to disperse protesters. The Myanmar police intervened with gunfires, tear gas and stun bomb. A teacher died from a heart-attack owing to the attack. About seven other teachers were arrested. [size=no report]",1,1618489271,MMR
7744024,104,MMR12592,12592,28-Feb-21,2021,1,Protests,Excessive force against protesters,Protesters (Myanmar),,6,Police Forces of Myanmar (2021-),,1,16,Southeast Asia,Myanmar,Yangon,Yangon-East,Thingangyun,Thingangyun,16.831,96.1932,2,Irrawaddy,National,"On 28 February 2021, in Thingangyun township (Yangon (East) district, Yangon region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police intervened to disperse protesters. At least one protester died. [size=no report]",1,1618489274,MMR
7744025,104,MMR12695,12695,28-Feb-21,2021,1,Protests,Excessive force against protesters,Protesters (Myanmar),,6,Police Forces of Myanmar (2021-),,1,16,Southeast Asia,Myanmar,Bago-East,Bago,Bago,Bago,17.3352,96.4813,1,Radio Free Asia,Regional,"On 28 February 2021, in Bago town (Bago Township, Bago District, Bago Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police attacked protesters with live and rubber bullets. Three protesters died and at least 13 others were injured. [size=no report]",3,1618489274,MMR
7744026,104,MMR12678,12678,28-Feb-21,2021,1,Protests,Excessive force against protesters,Protesters (Myanmar),,6,Military Forces of Myanmar (2021-),Police Forces of Myanmar (2021-),1,16,Southeast Asia,Myanmar,Magway,Pakokku,Pakokku,Pakokku,21.3349,95.0844,1,VOA,International,"On 28 February 2021, in Pakokku city (Pakokku District, Magway Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Security forces shot protesters to disperse them. At least one protester died [size=no report]",1,1615438530,MMR
7744027,104,MMR12674,12674,28-Feb-21,2021,1,Protests,Excessive force against protesters,Protesters (Myanmar),,6,Military Forces of Myanmar (2021-),Police Forces of Myanmar (2021-),1,16,Southeast Asia,Myanmar,Yangon,Yangon-West,Kamaryut,Kamayut,16.8277,96.1324,2,VOA,International,"On 28 February 2021, in Kamayut township (Yangon (West) District, Yangon region), demonstrators gathered in Hledan to protest against Myanmar military coup and in support of the civil disobedience movement. Security forces intervened and shot at protesters. At least 2 protesters died. [size=no report]",2,1618489275,MMR
7814940,104,MMR12675,12675,28-Feb-21,2021,1,Protests,Excessive force against protesters,Protesters (Myanmar),,6,Military Forces of Myanmar (2021-),Police Forces of Myanmar (2021-),1,16,Southeast Asia,Myanmar,Mandalay,Mandalay,,Mandalay,21.9747,96.0836,2,Eleven Media Group,National,"On 28 February 2021, at 40 A street located between 64 and 65 streets in Mandalay city (Mandalay Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police shot protesters. At least two protesters died while one local media reported three fatalities. 16 others were injured. [size=no report]",2,1618442040,MMR
7740706,104,MMR12549,12549,28-Feb-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),Labour Group (Myanmar),6,,,0,60,Southeast Asia,Myanmar,Magway,Magway,Chauk,Chauk,20.8992,94.8178,1,Democratic Voice of Burma,National,"On 28 February 2021, in Chauk town (Chauk Township, Magway District, Magway region), thousands of locals including oil field workers held a protest against the Myanmar military coup and in support of the civil disobedience movement. [size=thousands]",0,1615331305,MMR
7740711,104,MMR12870,12870,28-Feb-21,2021,1,Protests,Protest with intervention,Protesters (Myanmar),,6,Police Forces of Myanmar (2021-),,1,16,Southeast Asia,Myanmar,Magway,Gangaw,Gangaw,Gangaw,22.1742,94.1358,1,Democratic Voice of Burma,National,"On 28 February 2021, in Gangaw town, Gangaw township (Gangaw District, Magway Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police fired tear gas and rubber bullets to disperse the crowd. One protester was arrested and later released on bail. [size=no report]",0,1615331305,MMR
7740713,104,MMR12623,12623,28-Feb-21,2021,1,Protests,Protest with intervention,Protesters (Myanmar),Students (Myanmar),6,Police Forces of Myanmar (2021-),,1,16,Southeast Asia,Myanmar,Magway,Magway,Magway,Magway,20.1496,94.9325,1,Democratic Voice of Burma,National,"On 28 February 2021, in Magway town, Magway township (Magway District, Magway Region), locals including students held a protest against the military coup and in support of the civil disobedience movement. Police intervened with tear gas to disperse protesters. More than 70 protesters were arrested. [size=no report]",0,1615331305,MMR
7740972,104,MMR12805,12805,28-Feb-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Kachin,Myitkyina,Chipwi,Chipwi,25.8872,98.1325,1,Myitkyina Journal,Subnational,"On 28 February 2021, in Chipwi town (Chipwi Township, Myitkyina District, Kachin State), locals protested against Myanmar military coup and in support of the civil disobedience movement. [size=no report]",0,1615331305,MMR
7740973,104,MMR12584,12584,28-Feb-21,2021,1,Protests,Protest with intervention,Protesters (Myanmar),ALD: Arakan League for Democracy,6,Police Forces of Myanmar (2021-),,1,16,Southeast Asia,Myanmar,Rakhine,Thandwe,Toungup,Toungup,18.8561,94.2408,1,Narinjara News,Subnational,"On 28 February 2021, in Toungup town (Toungup Township, Thandwe District, Rakhine State), about 40 locals including a member of ALD protested against Myanmar military coup and in support of the civil disobedience movement. The Myanmar police arrested two leaders while they were gathering people for protest. [size=about 40]",0,1615331305,MMR
7740976,104,MMR12643,12643,28-Feb-21,2021,1,Protests,Excessive force against protesters,Protesters (Myanmar),,6,Police Forces of Myanmar (2021-),,1,16,Southeast Asia,Myanmar,Yangon,Yangon-East,Tamwe,Tamwe,16.8102,96.1765,2,Radio Free Asia,Regional,"On 28 February 2021, in Kyauk Myaung ward (Tamwe township, Yangon (East) district, Yangon region), locals held protests against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police used gunfire with live bullets to disperse protesters. No reports about injuries. Some protesters were also arrested. [size=no report]",0,1618489278,MMR
7740999,104,MMR12628,12628,28-Feb-21,2021,1,Protests,Protest with intervention,Protesters (Myanmar),,6,Police Forces of Myanmar (2021-),,1,16,Southeast Asia,Myanmar,Nay Pyi Taw,Oke Ta Ra,Tatkon,Tatkon,20.1318,96.1997,2,Radio Free Asia,Regional,"On 28 February 2021, in Tatkon Township (Oke Ta Ra District, Nay Pyi Taw), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police intervened with tear gas and arrested eight protesters. [size=no report]",0,1615331305,MMR
7741000,104,MMR12642,12642,28-Feb-21,2021,1,Protests,Excessive force against protesters,Protesters (Myanmar),,6,Police Forces of Myanmar (2021-),,1,16,Southeast Asia,Myanmar,Yangon,Yangon-East,South Okkalapa,South Okkalapa,16.8462,96.1799,2,Radio Free Asia,Regional,"On 28 February 2021, in South Okkalapa township (Yangon-east District, Yangon region), locals held against Myanmar military coup and in support of the civil disobedience movement. The Myanmar police used gunfire with live bullets to disperse protesters. Some protesters were also arrested. [size=no report]",0,1618489280,MMR
7753808,104,MMR13108,13108,28-Feb-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Ayeyarwady,Labutta,Labutta,Labutta,16.1495,94.759,1,Democratic Voice of Burma,National,"On 28 February 2021, in Labutta town, Labutta Township (Labutta District, Ayeyarwady Region), locals held a protest march against the Myanmar military coup and in support of the civil disobedience movement [size=no report]",0,1615994769,MMR
7741009,104,MMR12641,12641,28-Feb-21,2021,1,Protests,Excessive force against protesters,Protesters (Myanmar),,6,Police Forces of Myanmar (2021-),,1,16,Southeast Asia,Myanmar,Yangon,Yangon-East,Dagon Myothit-South,Dagon Myothit (South),16.8402,96.2258,2,Radio Free Asia,Regional,"On 28 February 2021, in Dagon Myothit (South) township (Yangon-east District, Yangon Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police used gunfire with live bullets to disperse protesters. Some protesters were also arrested. [size=no report]",0,1618489281,MMR
7740759,104,MMR12600,12600,28-Feb-21,2021,1,Protests,Protest with intervention,Protesters (Myanmar),Students (Myanmar),6,Military Forces of Myanmar (2021-),Police Forces of Myanmar (2021-),1,16,Southeast Asia,Myanmar,Shan-North,Lashio,Lashio,Lashio,22.9359,97.7498,1,Democratic Voice of Burma,National,"On 28 February 2021, in Lashio town (Lashio Township, Lashio District, Shan State), locals including students held a protest against the military coup and in support of the civil disobedience movement. The Myanmar military and police intervened with rubber bullets, water cannons and tear gas. At least 30 protesters were injured (no additional information about severity of injuries). 6 students and two women were also arrested. [size=no report]",0,1618489281,MMR
7804002,104,MMR13033,13033,28-Feb-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Mandalay,Pyinoolwin,Thabeikkyin,Kyar Hnyat,23.2436,95.9972,1,Democratic Voice of Burma,National,"On 28 February 2021, in Kyar Hnyat village constituency (Thabeikkyin town, Thabeikkyin Township, Pyinoolwin District, Mandalay Region), residents held a sit-in protest against the Myanmar military coup and in support of the civil disobedience movement. The sit-in protest was held to prevent the Myanmar military from seizing a hospital. [size=no report]",0,1618489282,MMR
7741028,104,MMR12807,12807,28-Feb-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Shan-North,Muse,Kutkai,Kutkai,23.4579,97.938,1,Shwe Phee Myay News Agency,Subnational,"On 28 February 2021, in Kutkai town (Kutkai Township, Muse District, Shan State), locals held a protest against the military coup and in support of the civil disobedience movement. [size=no report]",0,1618489282,MMR
7753828,104,MMR13107,13107,28-Feb-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Shan-North,Kyaukme,Kyaukme,Kyaukme,22.5392,97.0343,1,Democratic Voice of Burma,National,"On 28 February 2021, in Kyaukme town (Kyaukme Township, Kyaukme District, Shan State), locals a protest against the Myanmar military coup and in support of the civil disobedience movement [size=no report]",0,1618489282,MMR
7740774,104,MMR12689,12689,28-Feb-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),Government of Myanmar (2016-); Health Workers (Myanmar); Teachers (Myanmar),6,,,0,60,Southeast Asia,Myanmar,Yangon,Yangon-North,Taikkyi,Taikkyi,17.3126,95.9634,1,Democratic Voice of Burma,National,"On 28 February 2021, in Taikkyi town (Taikkyi Township, Yangon-north District, Yangon Region), more than 20,000 locals health workers, teachers and other civil servants held a protest against the Myanmar military coup and in support of the civil disobedience movement [size=more than 20,000].",0,1618489283,MMR
7741033,104,MMR12806,12806,28-Feb-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Shan-North,Lashio,Hseni,Hseni,23.2736,98.1052,1,Shwe Phee Myay News Agency,Subnational,"On 28 February 2021, in Hseni town (Hseni Township, Lashio District, Shan State), about 1,000 people held a protest against the military coup and in support of the civil disobedience movement. [size=about 1,000]",0,1618489283,MMR
7741037,104,MMR12955,12955,28-Feb-21,2021,1,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Myanmar),,3,,,0,30,Southeast Asia,Myanmar,Shan-North,Kyaukme,Namtu,Man San,22.9327,97.426,1,Shwe Phee Myay News Agency,Subnational,"On 28 February 2021, in Man San village (Namtu Township, Kyaukme District, Shan State), about 6 to 7 artillery shells from an unkown armed group fell in the village. 3 women and 3 men were injured. Some IDPs who took refuge in the village fled to an urban area.",0,1618489283,MMR
7741039,104,MMR12586,12586,28-Feb-21,2021,1,Protests,Protest with intervention,Protesters (Myanmar),,6,Police Forces of Myanmar (2021-),,1,16,Southeast Asia,Myanmar,Yangon,Yangon-East,Yankin,Yankin,16.8236,96.1627,2,Twitter,New media,"On 28 February 2021, in Yankin township (Yangon-east District, Yangon Region), locals held protests against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police intervened and arrested at least 50 protesters. [size=no report]",0,1618489283,MMR
7741042,104,MMR12687,12687,28-Feb-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),Government of Myanmar (2016-),6,,,0,60,Southeast Asia,Myanmar,Kachin,Puta-O,Puta-O,Puta-O,27.3526,97.4004,1,VOA,International,"On 28 February 2021, in Puta-O town (Puta-O Township, Puta-O District, Kachin State), around 100,000 people along with some civil servants protested against Myanmar military coup. [size=about 100,000]",0,1615331305,MMR
7741043,104,MMR12677,12677,28-Feb-21,2021,1,Protests,Excessive force against protesters,Protesters (Myanmar),,6,Military Forces of Myanmar (2021-),Police Forces of Myanmar (2021-),1,16,Southeast Asia,Myanmar,Tanintharyi,Myeik,Myeik,Myeik,12.4395,98.6003,1,VOA,International,"On 28 February 2021, in Myeik town (Myeik Township, Myeik District, Tanintharyi Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Security forces shot protesters to disperse them. At least five protesters died. [size=no report]",5,1615331305,MMR
7741044,104,MMR12803,12803,28-Feb-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Kachin,Bhamo,Bhamo,Bhamo,24.2525,97.2335,1,VOA,International,"On 28 February 2021, in Bhamo town (Bhamo Township, Bhamo District, Kachin State), people protested against the military coup and in support of the civil disobedience movement. [size=no report]",0,1615331305,MMR
7804024,104,MMR12596,12596,28-Feb-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Sagaing,Monywa,Budalin,Lay Myay,22.3218,95.0334,1,Myanmar Labour News,National,"On 28 February 2021, in Lay Myay village (Budalin Township, Magway District, Sagaing Region), villagers held a protest against the military coup and in support of the civil disobedience movement. Villagers protested against a solider in civilian uniform who beat a journalist from the village; they drove the soldier out of the village. [size=no report]",0,1617746752,MMR
7804025,104,MMR12611,12611,28-Feb-21,2021,2,Violence against civilians,Attack,Military Forces of Myanmar (2021-),,1,Civilians (Myanmar),Journalists (Myanmar),7,17,Southeast Asia,Myanmar,Sagaing,Monywa,Budalin,Lay Myay,22.3218,95.0334,1,Myanmar Labour News,National,"Around 28 February 2021 (as reported), in Lay Myay village (Budalin Township, Magway District, Sagaing Region), a soldier from the Myanmar military beat up a CEO of a news agency.",0,1617746752,MMR
7740800,104,MMR12802,12802,28-Feb-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Yangon,Yangon-North,Taikkyi,Ahpyauk,17.3824,95.6934,1,Democratic Voice of Burma,National,"On 28 February 2021, in Ahpyauk town (Taikkyi Township, Yangon-north District, Yangon Region) more than 10,000 locals held a protest march against the Myanmar military coup and in support of the civil disobedience movement. [size=more than 10,000]",0,1618489286,MMR
7741056,104,MMR12661,12661,28-Feb-21,2021,1,Battles,Armed clash,KNU/KNLA: Karen National Union/Karen National Liberation Army,,2,Military Forces of Myanmar (2021-),,1,12,Southeast Asia,Myanmar,Kayin,Kawkareik,Kawkareik,Kawkareik,16.5555,98.24,2,VOA,International,"On 28 February 2021, in Kawkareik District, Kayin State, KNU attacked the Myanmar military who dispersed anti-coup protesters in KNU controlled area. Some Myanmar military died and were injured. Fatality coded as 1.",1,1615331305,MMR
7740546,104,MMR12607,12607,28-Feb-21,2021,1,Protests,Protest with intervention,Protesters (Myanmar),,6,Police Forces of Myanmar (2021-),,1,16,Southeast Asia,Myanmar,Kayin,Myawaddy,Myawaddy,Myawaddy,16.6891,98.5089,1,Twitter; Karen Information Center News,New media-Subnational,"On 28 February 2021, in Myawaddy town (Myawaddy Township, Myawaddy District, Kayin State), about 100,000 locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police dispersed protesters and arrested at least 10 protesters. DKBA (Benevolent) troops which were deployed at the scene verbally confronted Myanmar police over the arrests of protesters. Afterwards, protesters gathered again with about 100,000 people for the second time in a day. [size=about 100,000] [armed presence]",0,1615331304,MMR
7760777,104,MMR12671,12671,28-Feb-21,2021,1,Protests,Excessive force against protesters,Protesters (Myanmar),,6,Military Forces of Myanmar (2021-),Police Forces of Myanmar (2021-),1,16,Southeast Asia,Myanmar,Mon,Mawlamyine,Mawlamyine,Mawlamyine,16.4563,97.6469,1,Democratic Voice of Burma; Eleven Media Group,National,"On 28 February 2021, in Mawlamyine city (Mawlamyine Township, Mawlamyine District, Mon State), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police shot protesters with guns. A protester died and another one was injured. DVB reported that another protester was shot in the neck and taken away by security forces to a military hospital later died on 16 March. 2 fatalities in total. [size=no report]",2,1616520288,MMR
7740810,104,MMR12561,12561,28-Feb-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),Labour Group (Myanmar),6,,,0,60,Southeast Asia,Myanmar,Yangon,Yangon-West,Dagon,Dagon,16.795,96.1469,1,Democratic Voice of Burma,National,"On 28 February 2021, at People's Park in Dagon Township (Yangon-west District, Yangon Region), locals including movie actors and comedian held a protest against the Myanmar military coup and in support of the civil disobedience movement. [size=no report]",0,1618489286,MMR
7740817,104,MMR12615,12615,28-Feb-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Sagaing,Mawlaik,Mawlaik,Mawlaik,23.6351,94.412,1,Democratic Voice of Burma,National,"On 28 February 2021, in Mawlaik town (Mawlaik Township, Kale District, Sagaing Region), locals held a protest march against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police blocked protesters from entering the town, and protesters continued to hold a protest on the river bank. [size=no report]",0,1618489288,MMR
7740568,104,MMR12869,12869,28-Feb-21,2021,1,Protests,Protest with intervention,Protesters (Myanmar),,6,Police Forces of Myanmar (2021-),,1,16,Southeast Asia,Myanmar,Chin,Falam,Falam,Falam,22.911,93.6803,1,Khonumthung News; Chinland Guardian,Subnational,"On 28 February 2021, in Falam town (Falam Township, Falam District, Chin State), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police intervened and fired tear gas and smoke bombs at protesters. Three youth protesters were arrested during the protest. [size=no report]",0,1615331304,MMR
7740828,104,MMR13046,13046,28-Feb-21,2021,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,Southeast Asia,Myanmar,Sagaing,Monywa,Chaung-U,Chaung-U,21.9569,95.2736,1,Democratic Voice of Burma,National,"On 28 February 2021, in Chaung-U town (Chaung-U Township, Magway District, Sagaing Region), locals held a protest march against the military coup and in support of the civil disobedience movement. [size=no report]",0,1615331305,MMR
7740829,104,MMR12872,12872,28-Feb-21,2021,1,Protests,Protest with intervention,Protesters (Myanmar),,6,Police Forces of Myanmar (2021-),,1,16,Southeast Asia,Myanmar,Sagaing,Hkamti,Hkamti,Hkamti,25.8559,95.7059,1,Democratic Voice of Burma,National,"On 28 February 2021, in Hkamti town, Hkamti township (Hkamti District, Sagaing Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police dispersed protesters but there were no arrests. [size=no report]",0,1615331305,MMR
7740837,104,MMR12571,12571,28-Feb-21,2021,1,Protests,Protest with intervention,Protesters (Myanmar),Students (Myanmar),6,Police Forces of Myanmar (2021-),,1,16,Southeast Asia,Myanmar,Yangon,Yangon-East,Botahtaung,Botahtaung,16.7719,96.1697,2,Democratic Voice of Burma,National,"On 28 February 2021, in Botahtaung township (Yangon (East) district, Yangon region), locals including foreign language students and engineer students staged a protest march against the military coup and in support of the civil disobedience movement. The Myanmar police intervened and blocked protest columns. Some protesters were also arrested. [size=no report]",0,1618489292,MMR
7740582,104,MMR13050,13050,28-Feb-21,2021,1,Protests,Protest with intervention,Protesters (Myanmar),Students (Myanmar); Government of Myanmar (2016-),6,Military Forces of Myanmar (2021-),Police Forces of Myanmar (2021-),1,16,Southeast Asia,Myanmar,Shan-South,Taunggyi,Taunggyi,Taunggyi,20.7892,97.0378,1,Democratic Voice of Burma; Shan Herald Agency for News,Subnational-National,"On 28 February 2021, in Taunggyi town (Taunggyi Township, Taunggyi District, Shan State), tens of thousands of people including students and civil servants protested against Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police dispersed protesters using tear gas, stun grenades. Live rounds were reportedly fired, although only injuries from the tear gas were reported. Security forces arrested more than 40 protesters. [size=tens of thousands]",0,1618489292,MMR
7740584,104,MMR13062,13062,28-Feb-21,2021,1,Protests,Protest with intervention,Protesters (Myanmar),Pa-Oh Ethnic Group (Myanmar); Teachers (Myanmar); Students (Myanmar),6,Police Forces of Myanmar (2021-),,1,16,Southeast Asia,Myanmar,Kayin,Hpa-An,Hpa-An,Hpa-an,16.8895,97.6348,1,Democratic Voice of Burma; Eleven Media Group,National,"On 28 February 2021, in Hpa-an town (Hpa-an Township, Hpa-an District, Kayin State), locals - including teachers, university students and ethnic Pa-Oh people - protested against the Myanmar military coup and in support of the civil disobedience movement. Police intervened to disperse the crowd by using tear gas and arrested at least 80 people. [size=no report]",0,1618489292,MMR
